occurrenceId,verbatimScientificName,scientificName,key,matchType,confidence,status,rank,kingdom,phylum,class,order,family,genus,species,canonicalName,authorship,usageKey,acceptedUsageKey
,"Oospila albicoma","Oospila albicoma Felder & Rogenhofer, 1875","1973687","EXACT","99","ACCEPTED","SPECIES","Animalia","Arthropoda","Insecta","Lepidoptera","Geometridae","Oospila","Oospila albicoma","Oospila albicoma","Felder & Rogenhofer, 1875","1973687",
,"Glenopteris oculifera","Glenopteris oculifera Hübner, 1821","5110251","EXACT","99","ACCEPTED","SPECIES","Animalia","Arthropoda","Insecta","Lepidoptera","Erebidae","Glenopteris","Glenopteris oculifera","Glenopteris oculifera","Hübner, 1821","5110251",
,"todo",,,"NONE","100",,,,,,,,,,,,,
,"Gerra sevorsa","Gerra sevorsa Grote, 1882","1761143","EXACT","99","ACCEPTED","SPECIES","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Gerra","Gerra sevorsa","Gerra sevorsa","Grote, 1882","1761143",
,"Xylophanes ceratomioides","Xylophanes ceratomioides Grote & Robinson, 1866","1862087","EXACT","97","ACCEPTED","SPECIES","Animalia","Arthropoda","Insecta","Lepidoptera","Sphingidae","Xylophanes","Xylophanes ceratomioides","Xylophanes ceratomioides","Grote & Robinson, 1866","1862087",
,"Cosmosoma impar","Cosmosoma impar Walker, 1854","5116195","EXACT","99","ACCEPTED","SPECIES","Animalia","Arthropoda","Insecta","Lepidoptera","Erebidae","Cosmosoma","Cosmosoma impar","Cosmosoma impar","Walker, 1854","5116195",
,"Perasia helvina","Perasia helvina Guenée, 1852","1787453","EXACT","97","ACCEPTED","SPECIES","Animalia","Arthropoda","Insecta","Lepidoptera","Erebidae","Perasia","Perasia helvina","Perasia helvina","Guenée, 1852","1787453",
,"Gonodonta sicheas","Gonodonta sicheas Cramer","1770069","EXACT","99","ACCEPTED","SPECIES","Animalia","Arthropoda","Insecta","Lepidoptera","Erebidae","Gonodonta","Gonodonta sicheas","Gonodonta sicheas","Cramer","1770069",
,"Eois sp_san_luis_k","Eois Hübner, 1818","1989610","HIGHERRANK","94","ACCEPTED","GENUS","Animalia","Arthropoda","Insecta","Lepidoptera","Geometridae","Eois",,"Eois","Hübner, 1818","1989610",
,"moth Spingidae",,,"NONE","100",,,,,,,,,,,,,
,"Quentalia surynorta","Quentalia surynorta Schaus, 1900","1868225","EXACT","99","ACCEPTED","SPECIES","Animalia","Arthropoda","Insecta","Lepidoptera","Bombycidae","Quentalia","Quentalia surynorta","Quentalia surynorta","Schaus, 1900","1868225",
,"Euglyphis libnites","Euglyphis libnites (Druce, 1897)","5102203","EXACT","99","ACCEPTED","SPECIES","Animalia","Arthropoda","Insecta","Lepidoptera","Lasiocampidae","Euglyphis","Euglyphis libnites","Euglyphis libnites","(Druce, 1897) ","5102203",
,"Tricentrogyna vinacea","Tricentrogyna vinacea (Butler, 1878)","1963239","EXACT","99","ACCEPTED","SPECIES","Animalia","Arthropoda","Insecta","Lepidoptera","Geometridae","Tricentrogyna","Tricentrogyna vinacea","Tricentrogyna vinacea","(Butler, 1878) ","1963239",
,"Nyceryx ericea","Nyceryx ericea Druce, 1888","1863142","EXACT","99","ACCEPTED","SPECIES","Animalia","Arthropoda","Insecta","Lepidoptera","Sphingidae","Nyceryx","Nyceryx ericea","Nyceryx ericea","Druce, 1888","1863142",
,"untitled",,,"NONE","100",,,,,,,,,,,,,
,"Xylophanes anubus","Xylophanes anubus Cramer, 1777","1862078","EXACT","97","ACCEPTED","SPECIES","Animalia","Arthropoda","Insecta","Lepidoptera","Sphingidae","Xylophanes","Xylophanes anubus","Xylophanes anubus","Cramer, 1777","1862078",
,"Meganola sp_san_luis_a","Meganola Dyar, 1898","4405493","HIGHERRANK","94","ACCEPTED","GENUS","Animalia","Arthropoda","Insecta","Lepidoptera","Nolidae","Meganola",,"Meganola","Dyar, 1898","4405493",
,"Spodoptera androgea","Spodoptera androgea Stoll","5109923","EXACT","99","ACCEPTED","SPECIES","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Spodoptera","Spodoptera androgea","Spodoptera androgea","Stoll","5109923",
,"Eois xanthoperata","Eois xanthoperata (Warren, 1897)","1989833","EXACT","99","ACCEPTED","SPECIES","Animalia","Arthropoda","Insecta","Lepidoptera","Geometridae","Eois","Eois xanthoperata","Eois xanthoperata","(Warren, 1897) ","1989833",
,"moth Eois sp san luis b",,,"NONE","100",,,,,,,,,,,,,
,"Xylophanes turbata","Xylophanes turbata Edwards, 1887","1862218","EXACT","99","ACCEPTED","SPECIES","Animalia","Arthropoda","Insecta","Lepidoptera","Sphingidae","Xylophanes","Xylophanes turbata","Xylophanes turbata","Edwards, 1887","1862218",
,"Phrygionis platinata","Phrygionis platinata (Guenée)","1968321","EXACT","99","ACCEPTED","SPECIES","Animalia","Arthropoda","Insecta","Lepidoptera","Geometridae","Phrygionis","Phrygionis platinata","Phrygionis platinata","(Guenée) ","1968321",
,"moth Notodontida",,,"NONE","100",,,,,,,,,,,,,
,"spider webspinner",,,"NONE","100",,,,,,,,,,,,,
,"ant",,,"NONE","100",,,,,,,,,,,,,
,"Bromeliaceae","Bromeliaceae","3740","EXACT","96","ACCEPTED","FAMILY","Plantae","Tracheophyta","Liliopsida","Poales","Bromeliaceae",,,"Bromeliaceae",,"3740",
,"banana",,,"NONE","100",,,,,,,,,,,,,
,"butterfly",,,"NONE","100",,,,,,,,,,,,,
,"praying mantis",,,"NONE","100",,,,,,,,,,,,,
,"Epimecis subroraria","Epimecis subroraria (Walker, 1860)","5149257","EXACT","99","ACCEPTED","SPECIES","Animalia","Arthropoda","Insecta","Lepidoptera","Geometridae","Epimecis","Epimecis subroraria","Epimecis subroraria","(Walker, 1860) ","5149257",
,"fly",,,"NONE","100",,,,,,,,,,,,,
,"Anticarsia gemmatalis","Anticarsia gemmatalis Hübner, 1818","1777942","EXACT","97","ACCEPTED","SPECIES","Animalia","Arthropoda","Insecta","Lepidoptera","Erebidae","Anticarsia","Anticarsia gemmatalis","Anticarsia gemmatalis","Hübner, 1818","1777942",
,"Gonodonta sinaldus","Gonodonta sinaldus Guenée, 1852","1770038","EXACT","99","ACCEPTED","SPECIES","Animalia","Arthropoda","Insecta","Lepidoptera","Erebidae","Gonodonta","Gonodonta sinaldus","Gonodonta sinaldus","Guenée, 1852","1770038",
,"Gn sp_san_luis_0001",,,"NONE","100",,,,,,,,,,,,,
,"beetle",,,"NONE","100",,,,,,,,,,,,,
,"Cosmosoma cingulatum","Cosmosoma cingulatum Butler, 1876","5116305","EXACT","98","SYNONYM","SPECIES","Animalia","Arthropoda","Insecta","Lepidoptera","Erebidae","Cosmosoma","Cosmosoma teuthras","Cosmosoma cingulatum","Butler, 1876","5116305","5116161"
,"Ammalo paranomon","Ammalo paranomon Dyar, 1912","1814180","EXACT","99","ACCEPTED","SPECIES","Animalia","Arthropoda","Insecta","Lepidoptera","Erebidae","Ammalo","Ammalo paranomon","Ammalo paranomon","Dyar, 1912","1814180",
,"Phrygionis privignaria","Phrygionis privignaria (Guenée)","1968324","EXACT","97","ACCEPTED","SPECIES","Animalia","Arthropoda","Insecta","Lepidoptera","Geometridae","Phrygionis","Phrygionis privignaria","Phrygionis privignaria","(Guenée) ","1968324",
,"eggs",,,"NONE","100",,,,,,,,,,,,,
,"Melinodes detersaria","Melinodes detersaria Herrich-Schäffer","9979538","EXACT","98","SYNONYM","SPECIES","Animalia","Arthropoda","Insecta","Lepidoptera","Geometridae","Melinoides","Melinoides detersaria","Melinodes detersaria","Herrich-Schäffer","9979538","1985481"
,"lacewing",,,"NONE","100",,,,,,,,,,,,,
,"Gn sp_san_luis_1006",,,"NONE","100",,,,,,,,,,,,,
,"Hyperthaema orbicularis","Hyperthaema orbicularis Maassen, 1890","1817839","EXACT","99","ACCEPTED","SPECIES","Animalia","Arthropoda","Insecta","Lepidoptera","Erebidae","Hyperthaema","Hyperthaema orbicularis","Hyperthaema orbicularis","Maassen, 1890","1817839",
,"Condica mimica","Condica mimica Hampson, 1908","7617061","EXACT","99","ACCEPTED","SPECIES","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Condica","Condica mimica","Condica mimica","Hampson, 1908","7617061",
,"Acrosemia vulpecularia","Acrosemia vulpecularia Herrich-Schäffer, 1855","1960090","EXACT","99","ACCEPTED","SPECIES","Animalia","Arthropoda","Insecta","Lepidoptera","Geometridae","Acrosemia","Acrosemia vulpecularia","Acrosemia vulpecularia","Herrich-Schäffer, 1855","1960090",
,"Eulepidotis guttata--ouocco","Eulepidotis Hübner, 1823","1763151","HIGHERRANK","94","ACCEPTED","GENUS","Animalia","Arthropoda","Insecta","Lepidoptera","Erebidae","Eulepidotis",,"Eulepidotis","Hübner, 1823","1763151",
,"Hemiceras rufescens","Hemiceras rufescens Walker, 1965","5118760","EXACT","99","ACCEPTED","SPECIES","Animalia","Arthropoda","Insecta","Lepidoptera","Notodontidae","Hemiceras","Hemiceras rufescens","Hemiceras rufescens","Walker, 1965","5118760",
,"moth Satuniidae",,,"NONE","100",,,,,,,,,,,,,
,"Mesocia dumilla","Mesoscia dumilla Dyar, 1913","1751739","FUZZY","85","ACCEPTED","SPECIES","Animalia","Arthropoda","Insecta","Lepidoptera","Megalopygidae","Mesoscia","Mesoscia dumilla","Mesoscia dumilla","Dyar, 1913","1751739",
,"Coronidia orithea","Coronidia orithea Cramer, 1780","1954146","EXACT","99","ACCEPTED","SPECIES","Animalia","Arthropoda","Insecta","Lepidoptera","Sematuridae","Coronidia","Coronidia orithea","Coronidia orithea","Cramer, 1780","1954146",
,"moth Sphingidaemo",,,"NONE","100",,,,,,,,,,,,,
,"Episimus transferranus","Episimus transferrana (Walker, 1863)","1741397","FUZZY","96","ACCEPTED","SPECIES","Animalia","Arthropoda","Insecta","Lepidoptera","Tortricidae","Episimus","Episimus transferrana","Episimus transferrana","(Walker, 1863) ","1741397",
,"Orsa erythrospila","Orsa erythrospila Walker, 1865","5113949","EXACT","99","ACCEPTED","SPECIES","Animalia","Arthropoda","Insecta","Lepidoptera","Erebidae","Orsa","Orsa erythrospila","Orsa erythrospila","Walker, 1865","5113949",
,"Rothschildia orizaba","Rothschildia orizaba Westwood, 1854","5806244","EXACT","99","ACCEPTED","SPECIES","Animalia","Arthropoda","Insecta","Lepidoptera","Saturniidae","Rothschildia","Rothschildia orizaba","Rothschildia orizaba","Westwood, 1854","5806244",
,"Mursa imitatrix","Mursa Walker, 1859","1789812","HIGHERRANK","94","ACCEPTED","GENUS","Animalia","Arthropoda","Insecta","Lepidoptera","Erebidae","Mursa",,"Mursa","Walker, 1859","1789812",
,"caterpillar",,,"NONE","100",,,,,,,,,,,,,
,"Calymniodes acamas--conchylis--pyrostorta","Calymniodes Dognin, 1907","1792759","HIGHERRANK","92","ACCEPTED","GENUS","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Calymniodes",,"Calymniodes","Dognin, 1907","1792759",
,"moth Geo",,,"NONE","100",,,,,,,,,,,,,
,"archaeognatha","Archaeognatha","1187","EXACT","95","ACCEPTED","ORDER","Animalia","Arthropoda","Insecta","Archaeognatha",,,,"Archaeognatha",,"1187",
,"Glyphodes sibillalis","Glyphodes sibillalis Walker, 1859","5127631","EXACT","99","ACCEPTED","SPECIES","Animalia","Arthropoda","Insecta","Lepidoptera","Crambidae","Glyphodes","Glyphodes sibillalis","Glyphodes sibillalis","Walker, 1859","5127631",
,"megaloptera",,,"NONE","100",,,,,,,,,,,,,
,"katydid",,,"NONE","100",,,,,,,,,,,,,
,"Anomis rubida","Anomis rubida Schaus, 1911","1784930","EXACT","99","ACCEPTED","SPECIES","Animalia","Arthropoda","Insecta","Lepidoptera","Erebidae","Anomis","Anomis rubida","Anomis rubida","Schaus, 1911","1784930",
,"Bleptina caradrinalis","Bleptina caradrinalis Guenée, 1854","1793538","EXACT","99","ACCEPTED","SPECIES","Animalia","Arthropoda","Insecta","Lepidoptera","Erebidae","Bleptina","Bleptina caradrinalis","Bleptina caradrinalis","Guenée, 1854","1793538",
,"Cosmosoma festivum","Cosmosoma festivum Walker, 1854","5116274","EXACT","99","ACCEPTED","SPECIES","Animalia","Arthropoda","Insecta","Lepidoptera","Erebidae","Cosmosoma","Cosmosoma festivum","Cosmosoma festivum","Walker, 1854","5116274",
,"Diaphania nitidalis","Diaphania nitidalis (Stoll, 1781)","7598372","EXACT","98","SYNONYM","SPECIES","Animalia","Arthropoda","Insecta","Lepidoptera","Crambidae","Cryptographis","Cryptographis nitidalis","Diaphania nitidalis","(Stoll, 1781) ","7598372","1886123"
,"Xylophanes libya","Xylophanes libya Druce, 1878","1862187","EXACT","99","ACCEPTED","SPECIES","Animalia","Arthropoda","Insecta","Lepidoptera","Sphingidae","Xylophanes","Xylophanes libya","Xylophanes libya","Druce, 1878","1862187",
,"Morphomima fulvivacta","Morphomima fulvivacta","11910725","EXACT","99","ACCEPTED","SPECIES","Animalia","Arthropoda","Insecta","Lepidoptera","Uraniidae","Morphomima","Morphomima fulvivacta","Morphomima fulvivacta",,"11910725",
,"Aellopos titan","Aellopos titan Cramer, 1777","5124450","EXACT","97","ACCEPTED","SPECIES","Animalia","Arthropoda","Insecta","Lepidoptera","Sphingidae","Aellopos","Aellopos titan","Aellopos titan","Cramer, 1777","5124450",
,"Light",,,"NONE","100",,,,,,,,,,,,,
,"Cliniodes nomadalis","Cliniodes nomadalis Dyar, 1912","1891286","EXACT","98","SYNONYM","SPECIES","Animalia","Arthropoda","Insecta","Lepidoptera","Crambidae","Cliniodes","Cliniodes cyllarusalis","Cliniodes nomadalis","Dyar, 1912","1891286","1891282"
,"pupa chrysalis","Pupa chrysalis Férussac, 1832","11331817","EXACT","97","SYNONYM","SPECIES","Animalia","Mollusca","Gastropoda","Stylommatophora","Cerionidae","Cerion","Cerion mumia","Pupa chrysalis","Férussac, 1832","11331817","11377345"
,"Lophocampa annulosa","Lophocampa annulosa Walker, 1855","1817734","EXACT","99","ACCEPTED","SPECIES","Animalia","Arthropoda","Insecta","Lepidoptera","Erebidae","Lophocampa","Lophocampa annulosa","Lophocampa annulosa","Walker, 1855","1817734",
,"Isanthrene felderi","Isanthrene felderi Druce, 1883","1811202","EXACT","99","ACCEPTED","SPECIES","Animalia","Arthropoda","Insecta","Lepidoptera","Erebidae","Isanthrene","Isanthrene felderi","Isanthrene felderi","Druce, 1883","1811202",
,"Cimicodes albicosta","Cimicodes albicosta Dognin, 1914","1957131","EXACT","99","ACCEPTED","SPECIES","Animalia","Arthropoda","Insecta","Lepidoptera","Geometridae","Cimicodes","Cimicodes albicosta","Cimicodes albicosta","Dognin, 1914","1957131",
,"Lampruna rosea","Lampruna rosea Schaus, 1894","1816605","EXACT","99","ACCEPTED","SPECIES","Animalia","Arthropoda","Insecta","Lepidoptera","Erebidae","Lampruna","Lampruna rosea","Lampruna rosea","Schaus, 1894","1816605",
,"Xylophanes cthulhu maybe","Xylophanes cthulhu Haxaire & Vaglia, 2008","7731757","HIGHERRANK","99","ACCEPTED","SPECIES","Animalia","Arthropoda","Insecta","Lepidoptera","Sphingidae","Xylophanes","Xylophanes cthulhu","Xylophanes cthulhu","Haxaire & Vaglia, 2008","7731757",
,"frog",,,"NONE","100",,,,,,,,,,,,,
,"Enyo lugubris","Enyo lugubris Linnaeus, 1771","5124250","EXACT","97","ACCEPTED","SPECIES","Animalia","Arthropoda","Insecta","Lepidoptera","Sphingidae","Enyo","Enyo lugubris","Enyo lugubris","Linnaeus, 1771","5124250",
,"bird",,,"NONE","100",,,,,,,,,,,,,
,"crab",,,"NONE","100",,,,,,,,,,,,,
,"earwig",,,"NONE","100",,,,,,,,,,,,,
,"stick insect",,,"NONE","100",,,,,,,,,,,,,
,"fungus","Fungus Adanson ex O.Kuntze, 1898","2522460","EXACT","93","SYNONYM","GENUS","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Agaricaceae","Agaricus",,"Fungus","Adanson ex O.Kuntze, 1898","2522460","2518646"
,"Gn sp_san_luis_2014",,,"NONE","100",,,,,,,,,,,,,
,"snail",,,"NONE","100",,,,,,,,,,,,,
,"Nyceryx stuarti","Nyceryx stuarti Rothschild, 1894","1863146","EXACT","99","ACCEPTED","SPECIES","Animalia","Arthropoda","Insecta","Lepidoptera","Sphingidae","Nyceryx","Nyceryx stuarti","Nyceryx stuarti","Rothschild, 1894","1863146",
,"moth Crambidae delta",,,"NONE","100",,,,,,,,,,,,,
,"ground",,,"NONE","100",,,,,,,,,,,,,
,"Sosxetra grata","Sosxetra grata Walker, 1862","5110390","EXACT","99","ACCEPTED","SPECIES","Animalia","Arthropoda","Insecta","Lepidoptera","Erebidae","Sosxetra","Sosxetra grata","Sosxetra grata","Walker, 1862","5110390",
,"Eacles imperialis","Eacles imperialis Drury, 1773","1865107","EXACT","99","ACCEPTED","SPECIES","Animalia","Arthropoda","Insecta","Lepidoptera","Saturniidae","Eacles","Eacles imperialis","Eacles imperialis","Drury, 1773","1865107",
,"chrysalis pupa",,,"NONE","100",,,,,,,,,,,,,
,"moth Spodoptera",,,"NONE","100",,,,,,,,,,,,,
,"Herminocala sabata","Herminocala Hampson, 1913","9401599","HIGHERRANK","94","ACCEPTED","GENUS","Animalia","Arthropoda","Insecta","Lepidoptera","Erebidae","Herminocala",,"Herminocala","Hampson, 1913","9401599",
,"mantislfy mantidfly",,,"NONE","100",,,,,,,,,,,,,
,"Rhodochlora rothschildi","Rhodochlora rothschildi Warren, 1901","1985631","EXACT","99","ACCEPTED","SPECIES","Animalia","Arthropoda","Insecta","Lepidoptera","Geometridae","Rhodochlora","Rhodochlora rothschildi","Rhodochlora rothschildi","Warren, 1901","1985631",
,"Prolimacodes badia","Prolimacodes badia (Hübner, 1835)","1752825","EXACT","99","ACCEPTED","SPECIES","Animalia","Arthropoda","Insecta","Lepidoptera","Limacodidae","Prolimacodes","Prolimacodes badia","Prolimacodes badia","(Hübner, 1835) ","1752825",
,"cicada","Cicada Linnaeus, 1758","1682542","EXACT","93","DOUBTFUL","GENUS","Animalia","Arthropoda","Insecta","Hemiptera","Cicadidae","Cicada",,"Cicada","Linnaeus, 1758","1682542",
,"Hemiceras singuloides","Hemiceras singuloides Dyar, 1908","5118648","EXACT","98","SYNONYM","SPECIES","Animalia","Arthropoda","Insecta","Lepidoptera","Notodontidae","Hemiceras","Hemiceras violascens","Hemiceras singuloides","Dyar, 1908","5118648","5118663"
,"Macrosoma cascaria","Macrosoma cascaria Schaus, 1901","5150043","EXACT","99","ACCEPTED","SPECIES","Animalia","Arthropoda","Insecta","Lepidoptera","Hedylidae","Macrosoma","Macrosoma cascaria","Macrosoma cascaria","Schaus, 1901","5150043",
,"Eulepte concordalis","Eulepte concordalis Hübner, 1826","1885178","EXACT","99","ACCEPTED","SPECIES","Animalia","Arthropoda","Insecta","Lepidoptera","Crambidae","Eulepte","Eulepte concordalis","Eulepte concordalis","Hübner, 1826","1885178",
,"Lineodes sp_san_luis_a","Lineodes Guenée, 1854","1892404","HIGHERRANK","94","ACCEPTED","GENUS","Animalia","Arthropoda","Insecta","Lepidoptera","Crambidae","Lineodes",,"Lineodes","Guenée, 1854","1892404",
,"Synclera jarbusalis","Synclera jarbusalis Walker, 1859","1884779","EXACT","98","SYNONYM","SPECIES","Animalia","Arthropoda","Insecta","Lepidoptera","Crambidae","Synclera","Synclera traducalis","Synclera jarbusalis","Walker, 1859","1884779","1884774"
,"stink bug",,,"NONE","100",,,,,,,,,,,,,
,"Argyrosticta aurifundens","Argyrosticta aurifundens Walker, 1858","1768982","EXACT","99","ACCEPTED","SPECIES","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Argyrosticta","Argyrosticta aurifundens","Argyrosticta aurifundens","Walker, 1858","1768982",
,"Ischnurges eudamidasalis","Ischnurges Lederer, 1863","1887584","HIGHERRANK","94","ACCEPTED","GENUS","Animalia","Arthropoda","Insecta","Lepidoptera","Crambidae","Ischnurges",,"Ischnurges","Lederer, 1863","1887584",
,"Tortyra slossonia","Tortyra slossonia Fernald, 1900","1860443","EXACT","99","ACCEPTED","SPECIES","Animalia","Arthropoda","Insecta","Lepidoptera","Choreutidae","Tortyra","Tortyra slossonia","Tortyra slossonia","Fernald, 1900","1860443",
,"Thoscora acca","Thoscora acca (Schaus, 1892)","1751521","EXACT","99","ACCEPTED","SPECIES","Animalia","Arthropoda","Insecta","Lepidoptera","Megalopygidae","Thoscora","Thoscora acca","Thoscora acca","(Schaus, 1892) ","1751521",
,"Epitausa flagrans","Epitausa flagrans Walker, 1869","1772204","EXACT","99","ACCEPTED","SPECIES","Animalia","Arthropoda","Insecta","Lepidoptera","Erebidae","Epitausa","Epitausa flagrans","Epitausa flagrans","Walker, 1869","1772204",
,"Syngamia florella","Syngamia florella Cramer, 1781","1885950","EXACT","97","ACCEPTED","SPECIES","Animalia","Arthropoda","Insecta","Lepidoptera","Crambidae","Syngamia","Syngamia florella","Syngamia florella","Cramer, 1781","1885950",
,"Syngamilyta apicolor","Syngamilyta apicolor","10060843","EXACT","99","ACCEPTED","SPECIES","Animalia","Arthropoda","Insecta","Lepidoptera","Crambidae","Syngamilyta","Syngamilyta apicolor","Syngamilyta apicolor",,"10060843",
,"Sarsina purpurascens","Sarsina purpurascens Walker, 1855","1819310","EXACT","99","ACCEPTED","SPECIES","Animalia","Arthropoda","Insecta","Lepidoptera","Erebidae","Sarsina","Sarsina purpurascens","Sarsina purpurascens","Walker, 1855","1819310",
,"Pseudogerespa usipetes","Pseudogerespa usipetes Druce, 1898","1794238","EXACT","99","ACCEPTED","SPECIES","Animalia","Arthropoda","Insecta","Lepidoptera","Erebidae","Pseudogerespa","Pseudogerespa usipetes","Pseudogerespa usipetes","Druce, 1898","1794238",
,"Euglyphis gutturalis","Euglyphis gutturalis","10019673","EXACT","99","ACCEPTED","SPECIES","Animalia","Arthropoda","Insecta","Lepidoptera","Lasiocampidae","Euglyphis","Euglyphis gutturalis","Euglyphis gutturalis",,"10019673",
,"Hemiceras metastigma","Hemiceras metastigma Walker, 1857","5118614","EXACT","99","ACCEPTED","SPECIES","Animalia","Arthropoda","Insecta","Lepidoptera","Notodontidae","Hemiceras","Hemiceras metastigma","Hemiceras metastigma","Walker, 1857","5118614",
,"Eucereon xanthura","Eucereon Hübner, 1819","1810140","HIGHERRANK","94","ACCEPTED","GENUS","Animalia","Arthropoda","Insecta","Lepidoptera","Erebidae","Eucereon",,"Eucereon","Hübner, 1819","1810140",
,"Euglyphis larunda--obliterata","Euglyphis Hübner, 1820","7899191","HIGHERRANK","92","ACCEPTED","GENUS","Animalia","Arthropoda","Insecta","Lepidoptera","Lasiocampidae","Euglyphis",,"Euglyphis","Hübner, 1820","7899191",
,"Empelathra amplificans","Empelathra amplificans Walker, 1858","1768679","EXACT","99","ACCEPTED","SPECIES","Animalia","Arthropoda","Insecta","Lepidoptera","Erebidae","Empelathra","Empelathra amplificans","Empelathra amplificans","Walker, 1858","1768679",
,"Eulepidotis juncida","Eulepidotis juncida Guenée, 1852","1763163","EXACT","97","ACCEPTED","SPECIES","Animalia","Arthropoda","Insecta","Lepidoptera","Erebidae","Eulepidotis","Eulepidotis juncida","Eulepidotis juncida","Guenée, 1852","1763163",
,"Sarsina festiva","Sarsina festiva Schaus, 1912","1819305","EXACT","99","ACCEPTED","SPECIES","Animalia","Arthropoda","Insecta","Lepidoptera","Erebidae","Sarsina","Sarsina festiva","Sarsina festiva","Schaus, 1912","1819305",
,"Rothschildia erycina","Rothschildia erycina Shaw","5124595","EXACT","99","ACCEPTED","SPECIES","Animalia","Arthropoda","Insecta","Lepidoptera","Saturniidae","Rothschildia","Rothschildia erycina","Rothschildia erycina","Shaw","5124595",
,"Cyanopepla scintillans","Cyanopepla scintillans Butler, 1872","1805932","EXACT","99","ACCEPTED","SPECIES","Animalia","Arthropoda","Insecta","Lepidoptera","Erebidae","Cyanopepla","Cyanopepla scintillans","Cyanopepla scintillans","Butler, 1872","1805932",
,"Eucereon flavicaput","Eucereon Hübner, 1819","1810140","HIGHERRANK","94","ACCEPTED","GENUS","Animalia","Arthropoda","Insecta","Lepidoptera","Erebidae","Eucereon",,"Eucereon","Hübner, 1819","1810140",
,"Antiblemma lothos","Antiblemma lothos Cramer, 1777","1794739","EXACT","99","ACCEPTED","SPECIES","Animalia","Arthropoda","Insecta","Lepidoptera","Erebidae","Antiblemma","Antiblemma lothos","Antiblemma lothos","Cramer, 1777","1794739",
,"Bagisara tristicta","Bagisara tristicta Hampson, 1898","9511345","EXACT","99","ACCEPTED","SPECIES","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Bagisara","Bagisara tristicta","Bagisara tristicta","Hampson, 1898","9511345",
,"Cerconota impresella","Cerconota impressella Walker, 1864","1836073","FUZZY","96","ACCEPTED","SPECIES","Animalia","Arthropoda","Insecta","Lepidoptera","Depressariidae","Cerconota","Cerconota impressella","Cerconota impressella","Walker, 1864","1836073",
,"Bertholdia specularis","Bertholdia specularis Herrich-Schäffer, 1853","5115498","EXACT","99","ACCEPTED","SPECIES","Animalia","Arthropoda","Insecta","Lepidoptera","Erebidae","Bertholdia","Bertholdia specularis","Bertholdia specularis","Herrich-Schäffer, 1853","5115498",
,"Argyrotome perspecta","Argyrotome Warren, 1894","1967337","HIGHERRANK","94","ACCEPTED","GENUS","Animalia","Arthropoda","Insecta","Lepidoptera","Geometridae","Argyrotome",,"Argyrotome","Warren, 1894","1967337",
,"caddisfly",,,"NONE","100",,,,,,,,,,,,,
,"Parasa wellesca","Parasa wellesca Dyar, 1900","5105447","EXACT","99","ACCEPTED","SPECIES","Animalia","Arthropoda","Insecta","Lepidoptera","Limacodidae","Parasa","Parasa wellesca","Parasa wellesca","Dyar, 1900","5105447",
,"bee",,,"NONE","100",,,,,,,,,,,,,
,"Macrotes commatica","Macrotes commatica Prout, 1916","1959982","EXACT","99","ACCEPTED","SPECIES","Animalia","Arthropoda","Insecta","Lepidoptera","Geometridae","Macrotes","Macrotes commatica","Macrotes commatica","Prout, 1916","1959982",
,"Xylophanes titana","Xylophanes titana Druce, 1878","1862094","EXACT","99","ACCEPTED","SPECIES","Animalia","Arthropoda","Insecta","Lepidoptera","Sphingidae","Xylophanes","Xylophanes titana","Xylophanes titana","Druce, 1878","1862094",
,"Amastus episcotosia","Amastus episcotosia Dognin, 1901","5117262","EXACT","99","ACCEPTED","SPECIES","Animalia","Arthropoda","Insecta","Lepidoptera","Erebidae","Amastus","Amastus episcotosia","Amastus episcotosia","Dognin, 1901","5117262",
,"= I_MFS4922",,,"NONE","100",,,,,,,,,,,,,
,"hymenoptera sawfly maybe",,,"NONE","100",,,,,,,,,,,,,
,"Nebulosa erymas","Nebulosa erymas","10422460","EXACT","99","ACCEPTED","SPECIES","Animalia","Arthropoda","Insecta","Lepidoptera","Notodontidae","Nebulosa","Nebulosa erymas","Nebulosa erymas",,"10422460",
,"Pupa chrysalis","Pupa chrysalis Férussac, 1832","11331817","EXACT","98","SYNONYM","SPECIES","Animalia","Mollusca","Gastropoda","Stylommatophora","Cerionidae","Cerion","Cerion mumia","Pupa chrysalis","Férussac, 1832","11331817","11377345"
,"= I_MFS5180",,,"NONE","100",,,,,,,,,,,,,
,"fig wasp",,,"NONE","100",,,,,,,,,,,,,
,"worm planarian",,,"NONE","100",,,,,,,,,,,,,
,"= I_MFS5233",,,"NONE","100",,,,,,,,,,,,,
,"bee fly maybe",,,"NONE","100",,,,,,,,,,,,,
,"orthoptera cricket",,,"NONE","100",,,,,,,,,,,,,
,"beetle maybe",,,"NONE","100",,,,,,,,,,,,,
,"slug",,,"NONE","100",,,,,,,,,,,,,
,"caddisfly trichoptera",,,"NONE","100",,,,,,,,,,,,,
,"= I_MFS5928",,,"NONE","100",,,,,,,,,,,,,
